,Date,BF/A US Equity,BF/B US Equity,BF/A US Equity / BF/B US Equity,SMA_21,SMA_50,SMA_120
4773,2007-02-13,14.6987,14.0587,1.0455,1.044119048,1.03141,1.0186775
4774,2007-02-14,14.7093,14.1077,1.0426,1.044309524,1.031962,1.0189975
4775,2007-02-15,14.7627,14.1205,1.0455,1.044647619,1.03262,1.019335833
4776,2007-02-16,14.7627,14.0971,1.0472,1.045161905,1.033318,1.019685
4777,2007-02-20,15.0955,14.4491,1.0447,1.0455,1.033972,1.019980833
4778,2007-02-21,15.0229,14.3488,1.047,1.045814286,1.034716,1.0202924999999998
4779,2007-02-22,15.0293,14.3296,1.0488,1.046333333,1.035354,1.020561667
4780,2007-02-23,14.9098,14.2208,1.0485,1.046895238,1.0360639999999999,1.020874167
4781,2007-02-26,14.9333,14.304,1.044,1.04697619,1.0366440000000001,1.021195
4782,2007-02-27,14.5237,13.8347,1.0498,1.04712381,1.037284,1.021505833
4783,2007-02-28,14.6453,13.952,1.0497,1.0469,1.038006,1.0218075
4784,2007-03-01,14.4832,13.8581,1.0451,1.04707619,1.038602,1.022134167
4785,2007-03-02,14.4235,13.7067,1.0523,1.047214286,1.0393219999999999,1.0224825000000002
4786,2007-03-05,14.5024,13.8133,1.0499,1.047452381,1.039952,1.0228175
4787,2007-03-06,14.7221,14.0352,1.0489,1.0474809520000001,1.040534,1.023145833
4788,2007-03-07,14.4875,13.7493,1.0537,1.047828571,1.0411860000000002,1.023491667
4789,2007-03-08,14.4405,13.7771,1.0482,1.047780952,1.041614,1.023838333
4790,2007-03-09,14.5024,13.8496,1.0471,1.0476476190000001,1.041938,1.024139167
4791,2007-03-12,14.6091,13.8709,1.0532,1.0478571429999999,1.0424879999999999,1.024499167
4792,2007-03-13,14.3211,13.6213,1.0514,1.04797619,1.043044,1.024821667
4793,2007-03-14,14.5088,13.8453,1.0479,1.048142857,1.0436020000000001,1.025139167
4794,2007-03-15,14.4,13.8069,1.043,1.04802381,1.044102,1.025440833
4795,2007-03-16,14.5088,13.7941,1.0518,1.048461905,1.04456,1.025781667
4796,2007-03-19,14.3723,13.7899,1.0422,1.0483047620000001,1.044878,1.026018333
4797,2007-03-20,14.2933,13.6939,1.0438,1.048142857,1.045066,1.026293333
4798,2007-03-21,14.4789,13.8624,1.0445,1.048133333,1.045302,1.026571667
4799,2007-03-22,14.4725,13.7771,1.0505,1.0483,1.045626,1.026885833
4800,2007-03-23,14.4875,13.8816,1.0436,1.048052381,1.04578,1.0271491670000001
4801,2007-03-26,14.5835,13.9435,1.0459,1.047928571,1.0459040000000002,1.027453333
4802,2007-03-27,14.4427,13.7984,1.0467,1.048057143,1.04608,1.0277783329999999
4803,2007-03-28,14.6091,13.8645,1.0537,1.048242857,1.046382,1.028168333
4804,2007-03-29,14.6901,13.9648,1.0519,1.048347619,1.0466520000000001,1.0285866670000001
4805,2007-03-30,14.7371,13.9861,1.0537,1.048757143,1.0469979999999999,1.0289525
4806,2007-04-02,14.6133,14.0075,1.0433,1.0483285709999999,1.047112,1.029275
4807,2007-04-03,14.7947,14.1013,1.0492,1.048295238,1.047288,1.0295908329999999
4808,2007-04-04,14.7435,14.0224,1.0514,1.0484142859999999,1.047558,1.029953333
4809,2007-04-05,14.6965,14.0032,1.0495,1.0482142859999999,1.047814,1.030311667
4810,2007-04-09,14.304,13.6789,1.0457,1.048095238,1.047882,1.030644167
4811,2007-04-10,14.4107,13.8133,1.0432,1.047909524,1.0478120000000002,1.030936667
4812,2007-04-11,14.2613,13.6405,1.0455,1.047542857,1.047634,1.0312491670000001
4813,2007-04-12,14.1355,13.5659,1.042,1.047095238,1.0476459999999999,1.031515833
4814,2007-04-13,14.1653,13.5552,1.045,1.046957143,1.047558,1.031833333
4815,2007-04-16,14.2869,13.7301,1.0406,1.0468428570000001,1.047472,1.032103333
4816,2007-04-17,14.368,13.6939,1.0492,1.046719048,1.04749,1.032455
4817,2007-04-18,14.2848,13.6619,1.0456,1.046880952,1.047474,1.032776667
4818,2007-04-19,14.3787,13.6661,1.0521,1.04727619,1.047532,1.0331508329999999
4819,2007-04-20,14.432,13.7408,1.0503,1.047552381,1.04754,1.0335191670000001
4820,2007-04-23,14.3381,13.6939,1.047,1.047385714,1.047504,1.033845833
4821,2007-04-24,14.3637,13.6576,1.0517,1.047771429,1.04756,1.0342075000000002
4822,2007-04-25,14.3573,13.6917,1.0486,1.0479,1.047644,1.034545
4823,2007-04-26,14.3957,13.6832,1.0521,1.048157143,1.047776,1.034914167
4824,2007-04-27,14.3339,13.6747,1.0482,1.047895238,1.047888,1.0352275
4825,2007-04-30,14.2123,13.6384,1.0421,1.047428571,1.04782,1.035514167
4826,2007-05-01,14.3808,13.7067,1.0492,1.047214286,1.04786,1.0358325000000002
4827,2007-05-02,14.3445,13.7387,1.0441,1.0472523809999998,1.047848,1.036114167
4828,2007-05-03,14.5429,13.8005,1.0538,1.047471429,1.047984,1.036499167
4829,2007-05-04,14.4725,13.7131,1.0554,1.047661905,1.048116,1.036884167
4830,2007-05-07,14.4917,13.792,1.0507,1.047719048,1.04816,1.03725
4831,2007-05-08,14.3979,13.6939,1.0514,1.0479904759999998,1.048308,1.037595833
4832,2007-05-09,14.6389,13.9435,1.0499,1.048309524,1.04831,1.0379308329999999
4833,2007-05-10,14.4597,13.7408,1.0523,1.048633333,1.048362,1.0382775
4834,2007-05-11,14.4469,13.7771,1.0486,1.048947619,1.048432,1.038583333
4835,2007-05-14,14.6453,13.9541,1.0495,1.049161905,1.048376,1.0389325
4836,2007-05-15,14.6027,13.92,1.0490000000000002,1.049561905,1.048358,1.039220833
4837,2007-05-16,14.8245,14.1312,1.0491,1.049557143,1.048362,1.0395225000000001
4838,2007-05-17,14.8352,14.0971,1.0524,1.049880952,1.0483360000000002,1.03986
4839,2007-05-18,14.8971,14.1504,1.0528,1.049914286,1.0484280000000001,1.0401799999999999
4840,2007-05-21,15.1061,14.1995,1.0639,1.050561905,1.048764,1.040579167
4841,2007-05-22,15.0507,14.3061,1.052,1.0508,1.04874,1.040899167
4842,2007-05-23,15.1509,14.4256,1.0503,1.050733333,1.048718,1.04119
4843,2007-05-24,15.1019,14.304,1.0558,1.05107619,1.048876,1.041498333
4844,2007-05-25,15.2597,14.4448,1.0564,1.051280952,1.049144,1.0418433329999999
4845,2007-05-29,15.3259,14.56,1.0526,1.051490476,1.04916,1.0421766670000001
4846,2007-05-30,15.3173,14.5685,1.0514,1.051933333,1.049344,1.0425024999999999
4847,2007-05-31,15.4133,14.5621,1.0585,1.05237619,1.0496379999999998,1.0428899999999999
4848,2007-06-01,15.1787,14.4747,1.0486,1.052590476,1.04972,1.043213333
4849,2007-06-04,15.1467,14.5024,1.0444,1.052142857,1.049598,1.0434424999999998
4850,2007-06-05,15.7653,15.0528,1.0473,1.051757143,1.049672,1.043728333
4851,2007-06-06,15.7184,15.0357,1.0454,1.051504762,1.049662,1.043981667
4852,2007-06-07,15.4901,14.7627,1.0493,1.051404762,1.049714,1.044244167
4853,2007-06-08,15.6757,14.9163,1.0509,1.051452381,1.049658,1.044555
4854,2007-06-11,16.1216,15.2939,1.0541,1.051538095,1.0497020000000001,1.044878333
4855,2007-06-12,15.9808,15.232000000000001,1.0492,1.0515666670000001,1.049612,1.0451525
4856,2007-06-13,16.1536,15.4709,1.0441,1.051309524,1.049628,1.0453666670000001
4857,2007-06-14,16.1408,15.4667,1.0436,1.0510523809999999,1.049516,1.0455649999999999
4858,2007-06-15,16.1493,15.4944,1.0423,1.0507285709999998,1.049334,1.045741667
4859,2007-06-18,16.3285,15.6651,1.0424,1.050252381,1.049192,1.0458716670000001
4860,2007-06-19,16.2325,15.5605,1.0432,1.049795238,1.049142,1.045974167
4861,2007-06-20,16.1237,15.4048,1.0467,1.04897619,1.049212,1.046149167
4862,2007-06-21,16.2837,15.6224,1.0423,1.0485142859999999,1.049148,1.0463049999999998
4863,2007-06-22,15.7803,15.1701,1.0402,1.048033333,1.049112,1.046473333
4864,2007-06-25,15.8976,15.2277,1.044,1.047471429,1.049092,1.04669
4865,2007-06-26,15.8955,15.2256,1.044,1.046880952,1.04916,1.046815833
4866,2007-06-27,16.0811,15.5051,1.0371,1.046142857,1.048918,1.046905833
4867,2007-06-28,16.2091,15.5669,1.0412,1.045657143,1.04883,1.0469625
4868,2007-06-29,16.1728,15.5904,1.0374,1.044652381,1.0485360000000001,1.047001667
4869,2007-07-02,16.16,15.4667,1.0448,1.0444714290000001,1.048426,1.047089167
4870,2007-07-03,16.0875,15.4069,1.0442,1.044461905,1.04837,1.047158333
4871,2007-07-05,16.1365,15.4133,1.0469,1.044442857,1.048274,1.047218333
4872,2007-07-06,16.1579,15.4091,1.0486,1.0445952379999999,1.048274,1.0473075
4873,2007-07-09,16.3861,15.6075,1.0499,1.04462381,1.04823,1.047401667
4874,2007-07-10,16.0768,15.2555,1.0538,1.044761905,1.048342,1.0475299999999999
4875,2007-07-11,16.1152,15.328,1.0514,1.044633333,1.0485280000000001,1.047655
4876,2007-07-12,16.0981,15.4176,1.0441,1.044390476,1.048426,1.047709167
4877,2007-07-13,16.256,15.4773,1.0503,1.044685714,1.04855,1.047791667
4878,2007-07-16,16.2496,15.4283,1.0532,1.045142857,1.048538,1.047919167
4879,2007-07-17,16.1344,15.3237,1.0529,1.0456476190000001,1.0484879999999999,1.048054167
4880,2007-07-18,16.0533,15.2192,1.0548,1.046238095,1.04857,1.048158333
4881,2007-07-19,16.1408,15.3899,1.0488,1.046504762,1.048518,1.048175833
4882,2007-07-20,15.8464,15.0656,1.0518,1.046747619,1.048556,1.048154167
4883,2007-07-23,15.8357,15.1061,1.0483,1.047033333,1.048476,1.0482116670000001
4884,2007-07-24,15.8357,14.9077,1.0622,1.048080952,1.048748,1.0483183329999999
4885,2007-07-25,15.8293,15.0016,1.0552,1.0486142859999998,1.0488620000000002,1.048404167
4886,2007-07-26,15.3237,14.5536,1.0529,1.049038095,1.04894,1.0484425
4887,2007-07-27,15.0549,14.2208,1.0587,1.050066667,1.049132,1.048545
4888,2007-07-30,15.1488,14.4576,1.0478,1.050380952,1.04904,1.048533333
4889,2007-07-31,15.0037,14.1739,1.0585,1.051385714,1.0491540000000001,1.048605
4890,2007-08-01,15.0656,14.5088,1.0384,1.051080952,1.0486440000000001,1.048518333
4891,2007-08-02,15.4368,14.7136,1.0492,1.0513190479999999,1.0485879999999999,1.048520833
4892,2007-08-03,15.8165,14.8437,1.0655,1.0522047620000001,1.048892,1.048696667
4893,2007-08-06,16.1024,15.424000000000001,1.044,1.051985714,1.048656,1.048684167
4894,2007-08-07,16.64,15.8208,1.0518,1.05207619,1.048564,1.048760833
4895,2007-08-08,16.5909,16.0405,1.0343,1.051147619,1.048198,1.0486674999999999
4896,2007-08-09,16.9579,16.1237,1.0517,1.051161905,1.0482040000000001,1.048705
4897,2007-08-10,16.3669,15.7056,1.0421,1.051066667,1.047876,1.048683333
4898,2007-08-13,16.2432,15.3792,1.0562,1.051347619,1.048028,1.0487600000000001
4899,2007-08-14,15.7269,14.9461,1.0522,1.0513,1.048184,1.048788333
4900,2007-08-15,15.8208,14.9717,1.0567,1.0514809520000001,1.0483719999999999,1.0488566670000001
4901,2007-08-16,15.8763,15.4155,1.0299,1.050295238,1.048062,1.0487391670000001
4902,2007-08-17,16.5653,15.7867,1.0493,1.050319048,1.048062,1.048735
4903,2007-08-20,16.6208,15.7717,1.0538,1.0504142859999999,1.0481200000000002,1.0487691670000001
4904,2007-08-21,16.4971,15.776,1.0457,1.050290476,1.047952,1.048774167
4905,2007-08-22,16.7339,15.9744,1.0475,1.0495904759999999,1.0479180000000001,1.048734167
4906,2007-08-23,16.448,15.6949,1.048,1.049247619,1.047996,1.048718333
4907,2007-08-24,16.4608,15.8037,1.0416,1.0487095240000002,1.0479559999999999,1.0486575
4908,2007-08-27,16.4117,15.5819,1.0533,1.048452381,1.048176,1.048654167
4909,2007-08-28,16.4117,15.3707,1.0677,1.0494,1.048682,1.048816667
4910,2007-08-29,16.5333,15.8293,1.0445,1.048733333,1.048708,1.0487950000000001
4911,2007-08-30,16.1493,15.4368,1.0462,1.049104762,1.048698,1.048736667
4912,2007-08-31,16.1301,15.2661,1.0566,1.049457143,1.048984,1.0487799999999998
4913,2007-09-04,16.0192,15.3003,1.047,1.04857619,1.04912,1.0487725
4914,2007-09-05,15.7952,15.0464,1.0498,1.048852381,1.049236,1.048829167
4915,2007-09-06,15.6139,14.9035,1.0477,1.048657143,1.04931,1.0487950000000001
4916,2007-09-07,15.4432,14.687999999999999,1.0514,1.049471429,1.049596,1.048871667
4917,2007-09-10,15.4283,14.6005,1.0567,1.049709524,1.049906,1.048979167
4918,2007-09-11,15.6207,14.9184,1.0471,1.049947619,1.0501,1.049000833
4919,2007-09-12,15.4752,14.7371,1.0501,1.049657143,1.050206,1.0489975
4920,2007-09-13,15.4731,14.7413,1.0496,1.049533333,1.050314,1.0490475000000001
4921,2007-09-14,15.7781,15.0784,1.0464,1.049042857,1.0503040000000001,1.049051667
4922,2007-09-17,16.1237,15.3643,1.0494,1.049971429,1.0503200000000001,1.0490741670000001
4923,2007-09-18,16.5632,15.7653,1.0506,1.050033333,1.050334,1.049048333
4924,2007-09-19,16.6699,15.872,1.0503,1.049866667,1.0502639999999999,1.049035
4925,2007-09-20,16.8107,16.032,1.0486,1.050004762,1.050208,1.0489925
4926,2007-09-21,16.6016,15.8827,1.0453,1.0499,1.050232,1.0490091670000001
4927,2007-09-24,16.3989,15.6715,1.0464,1.04982381,1.050154,1.048985833
4928,2007-09-25,16.5653,15.9083,1.0413,1.049809524,1.049916,1.048901667
4929,2007-09-26,16.6848,15.9701,1.0448,1.049404762,1.049754,1.0488625
4930,2007-09-27,16.6421,15.9381,1.0442,1.0482857140000001,1.049542,1.04885
4931,2007-09-28,16.64,15.9808,1.0412,1.048128571,1.04939,1.048833333
4932,2007-10-01,16.672,15.9872,1.0428,1.047966667,1.04921,1.0488108329999999
4933,2007-10-02,16.6827,15.9467,1.0462,1.047471429,1.049168,1.048845833
4934,2007-10-03,16.5673,15.7973,1.0487,1.047552381,1.0488979999999999,1.048876667
4935,2007-10-04,16.8533,16.0,1.0533,1.047719048,1.0488600000000001,1.0489825000000002
4936,2007-10-05,16.7445,15.9317,1.051,1.04787619,1.048822,1.0489975
4937,2007-10-08,16.7488,15.9616,1.0493,1.04777619,1.048634,1.0490283329999999
4938,2007-10-09,16.7851,16.0171,1.0479,1.047357143,1.0486360000000001,1.0489933329999999
4939,2007-10-10,16.768,15.9829,1.0491,1.047452381,1.048448,1.048983333
4940,2007-10-11,16.7488,15.9659,1.0490000000000002,1.0474,1.04866,1.0490000000000002
4941,2007-10-12,16.5931,15.808,1.0497,1.047404762,1.04867,1.048983333
4942,2007-10-15,16.3776,15.6224,1.0483,1.047495238,1.048326,1.048980833
4943,2007-10-16,16.5056,15.776,1.0462,1.047342857,1.04837,1.048931667
4944,2007-10-17,16.2816,15.5712,1.0456,1.047104762,1.048246,1.04891
4945,2007-10-18,16.3584,15.5349,1.053,1.0472333329999999,1.04862,1.049000833
4946,2007-10-19,16.2816,15.3749,1.0590000000000002,1.047728571,1.048766,1.0490825000000001
4947,2007-10-22,16.1813,15.4517,1.0472,1.047819048,1.0488680000000001,1.049108333
4948,2007-10-23,16.1344,15.4624,1.0435,1.047680952,1.048614,1.0490225
4949,2007-10-24,16.2688,15.5947,1.0432,1.047771429,1.048434,1.048920833
4950,2007-10-25,16.3819,15.6821,1.0446,1.047761905,1.048192,1.04887
4951,2007-10-26,16.3349,15.648,1.0439,1.0477476190000001,1.0484719999999998,1.0488075000000001
4952,2007-10-29,16.3797,15.6693,1.0453,1.047942857,1.048392,1.0487691670000001
4953,2007-10-30,16.4075,15.6629,1.0475,1.048166667,1.048266,1.048729167
4954,2007-10-31,16.4757,15.7824,1.0439,1.048057143,1.04823,1.04869
4955,2007-11-01,15.9616,15.2896,1.044,1.047833333,1.04816,1.048644167
4956,2007-11-02,16.32,15.5605,1.0488,1.047619048,1.048176,1.0486425
4957,2007-11-05,16.1301,15.3579,1.0503,1.047585714,1.04835,1.0486525
4958,2007-11-06,15.8912,15.3045,1.0383,1.047061905,1.04805,1.048535
4959,2007-11-07,15.9467,15.0848,1.0571,1.0475,1.0478379999999998,1.0485708329999999
4960,2007-11-08,15.4581,14.7371,1.0489,1.047490476,1.047926,1.048445833
4961,2007-11-09,15.1957,14.4469,1.0518,1.04762381,1.048038,1.048444167
4962,2007-11-12,15.3003,14.6475,1.0446,1.047380952,1.047798,1.048396667
4963,2007-11-13,15.7141,15.104000000000001,1.0404,1.047004762,1.047666,1.048268333
4964,2007-11-14,15.5733,14.6731,1.0614,1.047728571,1.047898,1.04831
4965,2007-11-15,15.1915,14.5067,1.0472,1.047804762,1.047888,1.048265
4966,2007-11-16,15.4944,14.9739,1.0348,1.046938095,1.047556,1.048126667
4967,2007-11-19,15.3088,14.6069,1.0481,1.046419048,1.047384,1.0480399999999999
4968,2007-11-20,15.5883,14.9227,1.0446,1.046295238,1.047334,1.0480066670000001
4969,2007-11-21,15.4261,14.6837,1.0506,1.046633333,1.047344,1.048058333
4970,2007-11-23,15.3643,14.8288,1.0361,1.046295238,1.047074,1.047965
4971,2007-11-26,14.9803,14.2912,1.0482,1.046466667,1.04711,1.047988333
4972,2007-11-27,15.7653,15.1659,1.0395,1.046257143,1.046912,1.0479066670000001
4973,2007-11-28,15.7973,15.3579,1.0286,1.045461905,1.0464719999999998,1.047720833
4974,2007-11-29,15.5008,14.8416,1.0444,1.045314286,1.046354,1.04764
4975,2007-11-30,15.6757,15.0699,1.0402,1.045138095,1.046186,1.0475649999999999
4976,2007-12-03,16.0939,15.5115,1.0375,1.044828571,1.04603,1.04751
4977,2007-12-04,15.6437,15.2128,1.0283,1.043852381,1.045668,1.0473825
4978,2007-12-05,16.2133,15.4027,1.0526,1.043961905,1.045894,1.0474683329999999
4979,2007-12-06,16.1195,15.4133,1.0458,1.044319048,1.045914,1.047496667
4980,2007-12-07,15.8976,15.2213,1.0444,1.043714286,1.0459180000000001,1.047506667
4981,2007-12-10,15.7483,15.1787,1.0375,1.043171429,1.045844,1.0474299999999999
4982,2007-12-11,15.7205,14.975999999999999,1.0497,1.043071429,1.045982,1.047491667
4983,2007-12-12,16.1472,15.5008,1.0417,1.042933333,1.045892,1.047504167
4984,2007-12-13,15.7952,15.2555,1.0354,1.042695238,1.045626,1.0474325
4985,2007-12-14,15.744000000000002,15.296,1.0293,1.041166667,1.045146,1.04731
4986,2007-12-17,15.7995,15.3216,1.0312,1.040404762,1.04475,1.047260833
4987,2007-12-18,16.0469,15.5691,1.0307,1.040209524,1.044378,1.047173333
4988,2007-12-19,15.7483,15.3835,1.0237,1.039047619,1.043894,1.047059167
4989,2007-12-20,15.9744,15.8592,1.0073,1.037271429,1.043058,1.046746667
4990,2007-12-21,16.1173,16.0448,1.0045,1.03507619,1.042168,1.046415833
4991,2007-12-24,16.2133,16.0768,1.0085,1.033761905,1.041344,1.0460958329999999
4992,2007-12-26,16.2901,16.0213,1.0168,1.032266667,1.040714,1.045830833
4993,2007-12-27,16.1472,16.0171,1.0081,1.030771429,1.039952,1.0454825
4994,2007-12-28,16.0704,15.9573,1.0071,1.0297476190000001,1.039182,1.045093333
4995,2007-12-31,15.9659,15.8101,1.0099,1.0281047620000001,1.0383200000000001,1.0447475
4996,2008-01-02,15.5051,15.3067,1.013,1.0268095240000001,1.0374,1.0444883329999999
4997,2008-01-03,15.7867,15.6267,1.0102,1.025509524,1.0366600000000001,1.044154167
4998,2008-01-04,15.8016,15.5307,1.0174,1.024990476,1.036138,1.043855833
4999,2008-01-07,16.0533,15.8613,1.0121,1.023061905,1.0355159999999999,1.043515833
5000,2008-01-08,16.0192,15.8016,1.0138,1.021538095,1.0349,1.043174167
5001,2008-01-09,16.032,15.7376,1.0187,1.0203142859999998,1.0343959999999999,1.042923333
5002,2008-01-10,15.8187,15.5861,1.0149,1.019238095,1.033788,1.042615833
5003,2008-01-11,15.2832,14.8992,1.0258,1.0181,1.033354,1.042428333
5004,2008-01-14,15.5584,15.168,1.0257,1.017338095,1.0329899999999999,1.042124167
5005,2008-01-15,15.3173,14.9525,1.0244,1.016814286,1.032598,1.0418675
5006,2008-01-16,15.2448,15.0101,1.0156,1.016161905,1.031934,1.041556667
5007,2008-01-17,14.3723,14.2699,1.0072,1.0150190479999999,1.031072,1.0411275
5008,2008-01-18,14.2016,14.0715,1.0092,1.013995238,1.03049,1.040805833
5009,2008-01-22,14.0373,13.9136,1.0089,1.0132904759999999,1.029526,1.0403924999999998
5010,2008-01-23,14.1035,14.0672,1.0026,1.013066667,1.0286,1.0400941670000001
5011,2008-01-24,14.2443,14.0565,1.0134,1.0134904759999999,1.027832,1.039795833
5012,2008-01-25,13.8987,13.6896,1.0153,1.013814286,1.0272459999999999,1.0393775
5013,2008-01-28,13.9648,13.9627,1.0002,1.01302381,1.026442,1.0390125
5014,2008-01-29,14.1333,13.9179,1.0155,1.01337619,1.0255239999999999,1.03871
5015,2008-01-30,13.8667,13.5595,1.0227,1.014119048,1.025034,1.038613333
5016,2008-01-31,13.8432,13.2651,1.0436,1.01572381,1.02521,1.038545833
5017,2008-02-01,14.4747,14.1973,1.0195,1.016033333,1.024638,1.0383575
5018,2008-02-04,14.4341,13.9797,1.0325,1.017095238,1.0243959999999999,1.03816
5019,2008-02-05,13.9691,13.5915,1.0278,1.0175904759999999,1.02394,1.037956667
5020,2008-02-06,14.0907,13.7045,1.0282,1.018357143,1.023782,1.037719167
5021,2008-02-07,14.2357,13.7813,1.033,1.019271429,1.023478,1.0377450000000001
5022,2008-02-08,14.3787,13.8987,1.0345,1.02002381,1.0233780000000001,1.037621667
5023,2008-02-11,14.5749,13.9477,1.045,1.021457143,1.023706,1.037548333
5024,2008-02-12,14.6603,14.1397,1.0368,1.021980952,1.023554,1.037474167
5025,2008-02-13,14.1717,13.4955,1.0501,1.023142857,1.023752,1.037495833
5026,2008-02-14,14.1888,13.5659,1.0459,1.024166667,1.0239200000000002,1.037478333
5027,2008-02-15,14.5003,13.7899,1.0515,1.02587619,1.024384,1.037560833
5028,2008-02-19,14.5216,13.8005,1.0522,1.028019048,1.024376,1.037551667
5029,2008-02-20,14.4619,13.8283,1.0458,1.029761905,1.024376,1.037369167
5030,2008-02-21,14.5941,13.792,1.0582,1.032109524,1.0246520000000001,1.037483333
5031,2008-02-22,15.0336,14.1589,1.0618,1.034928571,1.0251379999999999,1.037613333
5032,2008-02-25,15.2043,14.5067,1.0481,1.036580952,1.0251059999999999,1.0375425
5033,2008-02-26,14.9995,14.3317,1.0466,1.0380714290000002,1.025204,1.037539167
5034,2008-02-27,14.9675,14.2955,1.047,1.0403,1.025436,1.037515833
5035,2008-02-28,14.8437,14.0949,1.0531,1.042090476,1.0259120000000002,1.037560833
5036,2008-02-29,14.3253,13.6043,1.053,1.043533333,1.026348,1.037574167
5037,2008-03-03,14.56,13.888,1.0484,1.043761905,1.026702,1.037505
5038,2008-03-04,14.4107,13.7664,1.0468,1.045061905,1.027164,1.0375025
5039,2008-03-05,14.4235,13.8091,1.0445,1.045633333,1.027908,1.0374558329999999
5040,2008-03-06,14.175999999999998,13.4101,1.0571,1.047028571,1.02896,1.037518333
5041,2008-03-07,14.1547,13.4912,1.0492,1.048028571,1.029774,1.037541667
5042,2008-03-10,14.2315,13.4933,1.0547,1.049061905,1.030532,1.037585833
5043,2008-03-11,14.6901,13.9627,1.0521,1.0499,1.031412,1.037598333
5044,2008-03-12,14.784,13.9371,1.0608,1.050652381,1.032486,1.037685833
5045,2008-03-13,14.4683,13.8432,1.0452,1.0510523809999999,1.033192,1.0376575000000001
5046,2008-03-14,14.5216,13.7899,1.0531,1.051195238,1.033994,1.0377225
5047,2008-03-17,14.6325,13.9179,1.0513,1.051452381,1.034816,1.037763333
5048,2008-03-18,15.0208,14.4128,1.0422,1.0510095240000001,1.035312,1.037770833
5049,2008-03-19,14.9355,14.1675,1.0542,1.051104762,1.036154,1.037849167
5050,2008-03-20,14.912,14.3061,1.0424,1.0509428570000001,1.036726,1.037834167
5051,2008-03-24,15.1403,14.4981,1.0443,1.050280952,1.0372379999999999,1.03786
5052,2008-03-25,15.1467,14.4128,1.0509,1.049761905,1.037958,1.0379275
5053,2008-03-26,15.008,14.3061,1.0491,1.049809524,1.038424,1.037951667
5054,2008-03-27,14.8395,14.1568,1.0482,1.049885714,1.038874,1.0379475
5055,2008-03-28,14.8885,14.1568,1.0517,1.050109524,1.03942,1.037934167
5056,2008-03-31,14.7712,14.1269,1.0456,1.049752381,1.0400200000000002,1.0378891670000001
5057,2008-04-01,15.4987,14.9035,1.0399,1.049128571,1.0406739999999999,1.037810833
5058,2008-04-02,15.4219,14.8437,1.0389,1.04867619,1.041268,1.037735833
5059,2008-04-03,15.3387,14.8395,1.0336,1.048047619,1.041762,1.037606667
5060,2008-04-04,15.7312,15.1872,1.0358,1.047633333,1.042426,1.037496667
5061,2008-04-07,15.6928,15.1851,1.0334,1.046504762,1.042826,1.037360833
5062,2008-04-08,15.6181,15.1851,1.0285,1.045519048,1.04309,1.037195833
5063,2008-04-09,15.1893,14.8629,1.022,1.043961905,1.043526,1.036994167
5064,2008-04-10,15.808,15.2747,1.0349,1.043142857,1.043914,1.036905
5065,2008-04-11,15.8357,15.2683,1.0372,1.042019048,1.0442040000000001,1.036773333
5066,2008-04-14,15.4539,15.1424,1.0206,1.040847619,1.043744,1.0364533329999999
5067,2008-04-15,15.36,15.0144,1.023,1.039414286,1.043814,1.036251667
5068,2008-04-16,15.4752,15.1445,1.0218,1.038009524,1.0436,1.036070833
5069,2008-04-17,15.6843,15.2981,1.0252,1.0372,1.043548,1.035920833
5070,2008-04-18,15.8037,15.3323,1.0307,1.036080952,1.043598,1.0358049999999999
5071,2008-04-21,15.5456,15.2171,1.0216,1.035090476,1.0433700000000001,1.0356191670000001
5072,2008-04-22,15.36,14.9611,1.0267,1.034252381,1.0432139999999999,1.035464167
5073,2008-04-23,15.1467,14.7243,1.0287,1.033195238,1.0428879999999998,1.0353075
5074,2008-04-24,14.784,14.3531,1.03,1.0322857140000001,1.0427520000000001,1.035191667
5075,2008-04-25,14.6795,14.3979,1.0196,1.03092381,1.042142,1.034988333
5076,2008-04-28,15.0848,14.7563,1.0223,1.02952381,1.04167,1.0347674999999998
5077,2008-04-29,15.0741,14.655999999999999,1.0285,1.0287095240000002,1.04121,1.034585833
5078,2008-04-30,14.9867,14.5109,1.0328,1.0283714290000001,1.040822,1.03454
5079,2008-05-01,15.2981,14.8203,1.0322,1.028052381,1.04055,1.0343325
5080,2008-05-02,15.4411,14.9995,1.0294,1.027852381,1.039974,1.03417
5081,2008-05-05,15.3899,15.0741,1.0209,1.027142857,1.039156,1.0339125
5082,2008-05-06,15.5157,15.1723,1.0226,1.026628571,1.038646,1.033729167
5083,2008-05-07,15.3899,14.9739,1.0278,1.026595238,1.03827,1.033624167
5084,2008-05-08,15.4496,15.1083,1.0226,1.02662381,1.037782,1.033300833
5085,2008-05-09,15.3515,15.04,1.0207,1.025947619,1.037134,1.03308
5086,2008-05-12,15.7781,15.4133,1.0237,1.025304762,1.036548,1.0329875
5087,2008-05-13,15.8421,15.4987,1.0222,1.0253809520000001,1.036024,1.032771667
5088,2008-05-14,15.9189,15.6032,1.0202,1.0252476190000002,1.035492,1.032568333
5089,2008-05-15,15.904000000000002,15.5733,1.0212,1.025219048,1.035026,1.032323333
5090,2008-05-16,15.8656,15.5456,1.0206,1.025,1.0342959999999999,1.032194167
5091,2008-05-19,15.8955,15.584000000000001,1.02,1.024490476,1.0337120000000002,1.0319591670000001
